Expense,Category
Dinner at a restaurant,food
Enrolled in a workshop,education
Transferred to savings,saving
Uber to the office,transport
Concert tickets,entertainment
Bought textbooks,education
Doctor visit,medical
Paid for photography,miscellaneous
Haircut,personal expense
Uber to the office,transport
Metro fare,transport
Online course,education
Doctor visit,medical
Property tax payment,taxes
House maintenance,housing
Streaming subscription,entertainment
Paid for school supplies,education
Filled gas,transport
Health checkup,medical
Haircut,personal expense
Bought medicine,medical
Lent money to a colleague,lent money
Bought a video game,entertainment
Enrolled in a workshop,education
Ate a burger,food
Bought medicine,medical
Charity donation,miscellaneous
Filled gas,transport
Paid rent,housing
Paid income tax,taxes
Bought milk,grocery
Invested in a savings bond,saving
Invested in a savings bond,saving
Added to emergency fund,saving
Streaming subscription,entertainment
Savings deposit,saving
House repair,housing
Health checkup,medical
Paid for school supplies,education
Bought a new apartment,housing
Bought vitamins,medical
Gave a loan to family,lent money
Bought a gift,miscellaneous
Bought a new apartment,housing
Savings deposit,saving
Paid for photography,miscellaneous
Haircut,personal expense
Bought a bus ticket,transport
Mortgage payment,housing
Bought vegetables,grocery
Lunch with colleagues,food
Bought medicine,medical
House repair,housing
Bought a new apartment,housing
Bought a pen,miscellaneous
Office supplies,miscellaneous
Bought a pen,miscellaneous
Enrolled in a workshop,education
Savings deposit,saving
Invested in a savings bond,saving
Bought a pen,miscellaneous
Lent money to a colleague,lent money
Transferred money to savings account,saving
Property tax payment,taxes
Manicure,personal expense
Bought milk,grocery
Savings deposit,saving
Gave a loan to family,lent money
Lunch with colleagues,food
Lent money to a colleague,lent money
Lent money to a friend,lent money
Ate a burger,food
Bought a perfume,personal expense
Haircut,personal expense
Bought a new apartment,housing
Savings deposit,saving
Lunch with colleagues,food
Weekly grocery shopping,grocery
Enrolled in a workshop,education
Bought a sandwich,food
Spa treatment,personal expense
Charity donation,miscellaneous
Gave a loan to family,lent money
Added to emergency fund,saving
Bought milk,grocery
Gave a loan to family,lent money
Added to emergency fund,saving
Car service,transport
Lunch with colleagues,food
Weekly grocery shopping,grocery
Bought a pen,miscellaneous
Dinner at a restaurant,food
VAT payment,taxes
Paid rent,housing
Streaming subscription,entertainment
Streaming subscription,entertainment
Invested in a savings bond,saving
Lent money to a friend,lent money
Manicure,personal expense
Savings deposit,saving
Manicure,personal expense
Bought fruits,grocery
Transferred money to savings account,saving
Bought milk,grocery
Transferred to savings,saving
Lent money to a friend,lent money
Bought a pen,miscellaneous
Car service,transport
Filed tax return,taxes
Gave a loan to family,lent money
Uber to the office,transport
Gave a loan to family,lent money
Streaming subscription,entertainment
Enrolled in a workshop,education
Filled gas,transport
Bought textbooks,education
Bought vegetables,grocery
Ate a burger,food
Doctor visit,medical
Invested in a savings bond,saving
Lunch with colleagues,food
Had coffee,food
Bought a perfume,personal expense
Weekly grocery shopping,grocery
Bought vegetables,grocery
Lent money to a colleague,lent money
Health checkup,medical
Filed tax return,taxes
Transferred money to savings account,saving
Bought a new apartment,housing
VAT payment,taxes
Transferred money to savings account,saving
Gave a loan to family,lent money
Property tax payment,taxes
Bought medicine,medical
Transferred to savings,saving
Car service,transport
Ate a burger,food
Invested in a savings bond,saving
Bought milk,grocery
Bought a new apartment,housing
Sales tax,taxes
Paid rent,housing
House repair,housing
Paid rent,housing
Bought a gift,miscellaneous
Lent money to a colleague,lent money
Weekly grocery shopping,grocery
Uber to the office,transport
Added to emergency fund,saving
Streaming subscription,entertainment
Paid for photography,miscellaneous
Had coffee,food
Haircut,personal expense
Manicure,personal expense
Deposited in mutual funds,saving
Added to emergency fund,saving
Lent money to a friend,lent money
Transferred to savings,saving
Had coffee,food
House repair,housing
VAT payment,taxes
House maintenance,housing
Spa treatment,personal expense
Online course,education
Property tax payment,taxes
Ate a burger,food
Dinner at a restaurant,food
Streaming subscription,entertainment
Added to emergency fund,saving
Bought medicine,medical
Spa treatment,personal expense
Paid for photography,miscellaneous
Uber to the office,transport
Filed tax return,taxes
Weekly grocery shopping,grocery
Paid tuition fees,education
Deposited in mutual funds,saving
Bought a perfume,personal expense
Lent money to a friend,lent money
Bought a new apartment,housing
House maintenance,housing
Savings deposit,saving
Manicure,personal expense
Transferred to savings,saving
Savings deposit,saving
Lent money to a colleague,lent money
Streaming subscription,entertainment
Bought textbooks,education
House repair,housing
Paid rent,housing
Paid for photography,miscellaneous
Added to emergency fund,saving
Doctor visit,medical
Car service,transport
Paid income tax,taxes
Bought fruits,grocery
VAT payment,taxes
Concert tickets,entertainment
Invested in a savings bond,saving
Transferred to savings,saving
Doctor visit,medical
Bought textbooks,education
Enrolled in a workshop,education
Paid income tax,taxes
Gave a loan to family,lent money
Added to emergency fund,saving
Lunch with colleagues,food
Got some snacks,grocery
House maintenance,housing
Transferred money to savings account,saving
VAT payment,taxes
Charity donation,miscellaneous
Haircut,personal expense
Bought a book,entertainment
Property tax payment,taxes
Transferred to savings,saving
Bought a bus ticket,transport
Invested in a savings bond,saving
Office supplies,miscellaneous
Bought fruits,grocery
Bought fruits,grocery
Filled gas,transport
Added to emergency fund,saving
VAT payment,taxes
Paid rent,housing
Added to emergency fund,saving
Health checkup,medical
Paid for school supplies,education
Got some snacks,grocery
Lent money to a colleague,lent money
Metro fare,transport
Lent money to a friend,lent money
Doctor visit,medical
Paid for photography,miscellaneous
Weekly grocery shopping,grocery
Uber to the office,transport
Mortgage payment,housing
Doctor visit,medical
Concert tickets,entertainment
Property tax payment,taxes
Gave a loan to family,lent money
Lent money to a friend,lent money
Bought clothes,personal expense
Bought medicine,medical
Ate a burger,food
Mortgage payment,housing
Bought a perfume,personal expense
Deposited in mutual funds,saving
Lent money to a friend,lent money
Bought a gift,miscellaneous
Bought vitamins,medical
Bought a video game,entertainment
Bought a gift,miscellaneous
Dinner at a restaurant,food
Spa treatment,personal expense
Deposited in mutual funds,saving
Haircut,personal expense
Bought a book,entertainment
Added to emergency fund,saving
Bought a video game,entertainment
Invested in a savings bond,saving
Transferred money to savings account,saving
Transferred money to savings account,saving
Transferred money to savings account,saving
Bought textbooks,education
Savings deposit,saving
Bought a book,entertainment
Bought medicine,medical
Got some snacks,grocery
Online course,education
Invested in a savings bond,saving
VAT payment,taxes
Deposited in mutual funds,saving
Transferred to savings,saving
Bought vitamins,medical
Lunch with colleagues,food
Bought a book,entertainment
Concert tickets,entertainment
Bought a new apartment,housing
Lent money to a friend,lent money
Got some snacks,grocery
Gave a loan to family,lent money
Filed tax return,taxes
House repair,housing
Manicure,personal expense
Office supplies,miscellaneous
Bought milk,grocery
Added to emergency fund,saving
Health checkup,medical
Bought textbooks,education
Bought a book,entertainment
Paid for school supplies,education
Charity donation,miscellaneous
Transferred to savings,saving
Office supplies,miscellaneous
Invested in a savings bond,saving
Lent money to a friend,lent money
Bought medicine,medical
Bought a pen,miscellaneous
Spa treatment,personal expense
Enrolled in a workshop,education
Charity donation,miscellaneous
Dinner at a restaurant,food
Filed tax return,taxes
Lent money to a friend,lent money
Added to emergency fund,saving
Metro fare,transport
Bought a perfume,personal expense
Transferred to savings,saving
Bought fruits,grocery
Paid tuition fees,education
Bought milk,grocery
Concert tickets,entertainment
Bought clothes,personal expense
Transferred money to savings account,saving
Transferred money to savings account,saving
Lent money to a colleague,lent money
Hospital bill,medical
Online course,education
Health checkup,medical
Bought a sandwich,food
Filed tax return,taxes
Hospital bill,medical
Streaming subscription,entertainment
Bought a gift,miscellaneous
Savings deposit,saving
Invested in a savings bond,saving
Movie tickets,entertainment
Bought milk,grocery
Ate a burger,food
Savings deposit,saving
Had coffee,food
Lent money to a colleague,lent money
Sales tax,taxes
Bought vegetables,grocery
Paid for photography,miscellaneous
Bought a book,entertainment
Lent money to a friend,lent money
Deposited in mutual funds,saving
Got some snacks,grocery
Bought a pen,miscellaneous
Deposited in mutual funds,saving
Bought milk,grocery
Invested in a savings bond,saving
VAT payment,taxes
Transferred to savings,saving
Health checkup,medical
Metro fare,transport
Bought a bus ticket,transport
Spa treatment,personal expense
Transferred to savings,saving
Bought a video game,entertainment
Hospital bill,medical
Mortgage payment,housing
Deposited in mutual funds,saving
Savings deposit,saving
Bought vitamins,medical
Uber to the office,transport
Paid for photography,miscellaneous
Enrolled in a workshop,education
Uber to the office,transport
Hospital bill,medical
VAT payment,taxes
Lent money to a friend,lent money
Got some snacks,grocery
Bought medicine,medical
Transferred to savings,saving
Car service,transport
Paid rent,housing
Bought milk,grocery
House repair,housing
Paid rent,housing
Bought a perfume,personal expense
Bought fruits,grocery
Hospital bill,medical
Bought textbooks,education
Enrolled in a workshop,education
Lent money to a friend,lent money
Bought a book,entertainment
Movie tickets,entertainment
Haircut,personal expense
Streaming subscription,entertainment
Hospital bill,medical
Bought fruits,grocery
Had coffee,food
Charity donation,miscellaneous
Lent money to a friend,lent money
Paid for photography,miscellaneous
Ate a burger,food
Transferred money to savings account,saving
Bought vegetables,grocery
Paid for photography,miscellaneous
VAT payment,taxes
Bought vegetables,grocery
Transferred to savings,saving
